1.454850482940673828e+01,1.203700408935546875e+02,3.503102111816406250e+01,3.968148422241210938e+01,3.306974411010742188e+01,3.199537277221679688e+01,3.232141113281250000e+01,3.318450546264648438e+01,3.444884872436523438e+01,1.000000000000000000e+00
1.779788208007812500e+01,1.225518035888671875e+02,3.782170104980468750e+01,4.240099334716796875e+01,3.536642456054687500e+01,3.481271743774414062e+01,3.480044174194335938e+01,3.573477935791015625e+01,3.713736724853515625e+01,1.000000000000000000e+00
2.565440940856933594e+01,1.153286743164062500e+02,3.648779678344726562e+01,4.105612182617187500e+01,3.438058090209960938e+01,3.424442672729492188e+01,3.371310806274414062e+01,3.532332229614257812e+01,3.634795761108398438e+01,1.000000000000000000e+00
2.691529846191406250e+01,1.236857604980468750e+02,3.940107345581054688e+01,4.332053375244140625e+01,3.564985275268554688e+01,3.611435317993164062e+01,3.559714508056640625e+01,3.766867828369140625e+01,3.850993347167968750e+01,1.000000000000000000e+00
2.995516777038574219e+01,1.184895935058593750e+02,3.742898178100585938e+01,4.165164566040039062e+01,3.461471939086914062e+01,3.491268157958984375e+01,3.414468765258789062e+01,3.620330810546875000e+01,3.709792709350585938e+01,1.000000000000000000e+00
2.927177619934082031e+01,1.252152099609375000e+02,3.954402542114257812e+01,4.341311645507812500e+01,3.576415252685546875e+01,3.629464340209960938e+01,3.562364959716796875e+01,3.762932586669921875e+01,3.868585205078125000e+01,1.000000000000000000e+00
2.916704940795898438e+01,1.217097473144531250e+02,4.083483505249023438e+01,4.501353073120117188e+01,3.720227432250976562e+01,3.752086257934570312e+01,3.729612731933593750e+01,3.925716400146484375e+01,4.057405471801757812e+01,1.000000000000000000e+00
2.644357490539550781e+01,1.169711837768554688e+02,3.989712905883789062e+01,4.494997787475585938e+01,3.742294692993164062e+01,3.750114822387695312e+01,3.704195404052734375e+01,3.866691207885742188e+01,3.981867218017578125e+01,1.000000000000000000e+00
2.444318771362304688e+01,1.152079391479492188e+02,4.246676254272460938e+01,4.792054748535156250e+01,3.982085037231445312e+01,3.953290557861328125e+01,3.976712417602539062e+01,4.136646652221679688e+01,4.271223068237304688e+01,1.000000000000000000e+00
2.459440612792968750e+01,1.156411056518554688e+02,4.317080307006835938e+01,4.850033187866210938e+01,4.071109008789062500e+01,4.011804962158203125e+01,4.088627624511718750e+01,4.214396667480468750e+01,4.424309921264648438e+01,1.000000000000000000e+00
2.095855140686035156e+01,1.161707000732421875e+02,3.882661056518554688e+01,4.412760925292968750e+01,3.691899871826171875e+01,3.587715148925781250e+01,3.649765396118164062e+01,3.747824096679687500e+01,3.946786499023437500e+01,1.000000000000000000e+00
1.910816764831542969e+01,1.170422439575195312e+02,4.212532043457031250e+01,4.770675277709960938e+01,4.004972457885742188e+01,3.915753936767578125e+01,3.995725631713867188e+01,4.095759963989257812e+01,4.309179306030273438e+01,1.000000000000000000e+00
1.548970222473144531e+01,1.177049713134765625e+02,3.438838958740234375e+01,3.931659317016601562e+01,3.271793365478515625e+01,3.158433341979980469e+01,3.194878959655761719e+01,3.296801757812500000e+01,3.404829788208007812e+01,1.000000000000000000e+00
2.198635482788085938e+01,1.187133255004882812e+02,3.795601654052734375e+01,4.264623641967773438e+01,3.569763183593750000e+01,3.525788497924804688e+01,3.502462387084960938e+01,3.618315124511718750e+01,3.766131973266601562e+01,1.000000000000000000e+00
2.372907829284667969e+01,1.210077896118164062e+02,4.228239822387695312e+01,4.703031539916992188e+01,3.926574325561523438e+01,3.921197128295898438e+01,3.911034011840820312e+01,4.040379714965820312e+01,4.208945083618164062e+01,1.000000000000000000e+00
2.249416923522949219e+01,1.232193756103515625e+02,4.321950531005859375e+01,4.787858581542968750e+01,3.979792404174804688e+01,3.980681610107421875e+01,3.982960128784179688e+01,4.100072097778320312e+01,4.293527221679687500e+01,1.000000000000000000e+00
2.361236381530761719e+01,1.257043075561523438e+02,4.039273834228515625e+01,4.443345642089843750e+01,3.690469741821289062e+01,3.721752929687500000e+01,3.670394897460937500e+01,3.804776000976562500e+01,3.980517578125000000e+01,1.000000000000000000e+00
2.896068000793457031e+01,1.232746429443359375e+02,3.937528610229492188e+01,4.356988906860351562e+01,3.614815902709960938e+01,3.646445083618164062e+01,3.588743591308593750e+01,3.744992446899414062e+01,3.884125518798828125e+01,1.000000000000000000e+00
2.877769660949707031e+01,1.204031600952148438e+02,4.052778625488281250e+01,4.498205184936523438e+01,3.748678970336914062e+01,3.796061325073242188e+01,3.720197296142578125e+01,3.874100112915039062e+01,4.027150726318359375e+01,1.000000000000000000e+00
2.670955085754394531e+01,1.160257415771484375e+02,3.981369018554687500e+01,4.497143936157226562e+01,3.742084503173828125e+01,3.718328094482421875e+01,3.677447891235351562e+01,3.845437622070312500e+01,3.983494949340820312e+01,1.000000000000000000e+00
1.964279937744140625e+01,1.170507888793945312e+02,4.360614395141601562e+01,4.942311477661132812e+01,4.125213241577148438e+01,4.076242065429687500e+01,4.100324249267578125e+01,4.236417007446289062e+01,4.408296966552734375e+01,1.000000000000000000e+00
1.116573810577392578e+01,1.179375152587890625e+02,3.528979110717773438e+01,4.100736618041992188e+01,3.385130310058593750e+01,3.198863792419433594e+01,3.301885986328125000e+01,3.397199249267578125e+01,3.515414810180664062e+01,1.000000000000000000e+00
1.781243705749511719e+01,1.222701568603515625e+02,3.901821899414062500e+01,4.372279739379882812e+01,3.639713287353515625e+01,3.588588714599609375e+01,3.590303421020507812e+01,3.699901580810546875e+01,3.849020385742187500e+01,1.000000000000000000e+00
2.332165336608886719e+01,1.259907379150390625e+02,4.134542846679687500e+01,4.564276504516601562e+01,3.756124877929687500e+01,3.755945587158203125e+01,3.755274581909179688e+01,3.877700805664062500e+01,4.009612274169921875e+01,1.000000000000000000e+00
2.491803741455078125e+01,1.229677352905273438e+02,3.913861465454101562e+01,4.327896499633789062e+01,3.601642990112304688e+01,3.606022262573242188e+01,3.574987411499023438e+01,3.710879898071289062e+01,3.890518951416015625e+01,1.000000000000000000e+00
2.671569824218750000e+01,1.239179611206054688e+02,4.472724533081054688e+01,4.915579986572265625e+01,4.077433395385742188e+01,4.129338455200195312e+01,4.121483993530273438e+01,4.279546737670898438e+01,4.443146896362304688e+01,1.000000000000000000e+00
2.500059509277343750e+01,1.195463562011718750e+02,4.212413024902343750e+01,4.692781066894531250e+01,3.914928054809570312e+01,3.897891235351562500e+01,3.895895385742187500e+01,4.039959335327148438e+01,4.244694900512695312e+01,1.000000000000000000e+00
1.682745742797851562e+01,1.154858093261718750e+02,4.150596237182617188e+01,4.736738967895507812e+01,4.017259216308593750e+01,3.915445709228515625e+01,3.892351150512695312e+01,3.983457946777343750e+01,4.226943206787109375e+01,1.000000000000000000e+00
